text,intent
"ok, add an alarm now",set_alarm
"hey assistant, start playing music",play_music
just wake me up about space,set_alarm
please new alarm in new york,set_alarm
would you mind if you current time please friend,time
"hey assistant, is it sunny",weather
please is it sunny on youtube,weather
can you tell me the time about space,time
just hiya about space,greeting
would you mind if you new alarm in new york,set_alarm
just find information about,search_web
"hey, is it sunny",weather
i need you to say a joke,joke
just tell me a joke,joke
can you time check about dogs,time
set an alarm at 7 am,set_alarm
"ok, i'm leaving in new york",farewell
please what is the time,time
could you new alarm,set_alarm
"ok, what is the temperature",weather
would you mind if you go to,open_app
can you current time please friend,time
i need you to tell me something funny,joke
time check,time
just find information about on spotify,search_web
"hey assistant, search the web for please",search_web
could you launch,open_app
can you music please,play_music
"ok, remind me",set_alarm
"hey assistant, say a joke",joke
"ok, launch buddy",open_app
"hey assistant, make me laugh",joke
would you mind if you tell me something funny at 7 am,joke
could you music please on spotify,play_music
can you boot up,open_app
"ok, set a timer",set_alarm
"hey, put on a playlist in new york",play_music
"hey, tell me about about dogs",search_web
could you start for me,open_app
"hey assistant, how is the weather today",weather
i need you to is it raining outside,weather
just have a good one,farewell
can you launch,open_app
i need you to tell me the time,time
"hey assistant, how is the weather",weather
just do you know the time now,time
"ok, hi on spotify",greeting
just what is quickly,search_web
just find information about,search_web
just who is quickly,search_web
would you mind if you shuffle my songs today,play_music
"ok, search the web for",search_web
what is the time,time
"hey assistant, could you tell me the time",time
would you mind if you yo about space,greeting
i need you to play some music friend,play_music
"ok, howdy",greeting
i need you to tell me something funny,joke
please boot up,open_app
just can you open in new york,open_app
"hey assistant, resume playback",play_music
could you see you later,farewell
"hey assistant, what is about space",search_web
do i need an umbrella,weather
could you tell me a joke in london,joke
would you mind if you i want to listen to music friend,play_music
see you later,farewell
"hey assistant, add an alarm about space",set_alarm
timer for,set_alarm
"hey assistant, what time is it today",time
could you tell me something funny,joke
play some tunes,play_music
would you mind if you what is the temperature,weather
would you mind if you good morning tomorrow,greeting
please i need a laugh,joke
could you shuffle my songs please,play_music
can you crack a joke,joke
"ok, start playing music buddy",play_music
i need you to catch you later,farewell
"hey, what is the time",time
what's the weather like about space,weather
can you could you tell me the time,time
"hey, look up",search_web
"ok, hello quickly",greeting
would you mind if you see you later,farewell
"ok, say a joke about dogs",joke
i need you to what's the weather like,weather
what is the time,time
"hey assistant, can you google about space",search_web
could you tell me the forecast on spotify,weather
"hey, search the web for quickly",search_web
just tell me the time,time
just put on a playlist,play_music
just hiya,greeting
"hey, what time is it friend",time
just wake me up buddy,set_alarm
would you mind if you i need a laugh for me,joke
i need you to shuffle my songs tomorrow,play_music
can you see ya,farewell
do you know the time,time
can you google,search_web
just show me in new york,open_app
please good afternoon today,greeting
would you mind if you good morning today,greeting
"ok, search for for 10 minutes",search_web
"hey, set an alarm",set_alarm
can you yo today,greeting
can you tell me the forecast,weather
i need you to tell me the forecast,weather
please i need a laugh assistant,joke
just i need a laugh,joke
"hey, gotta go",farewell
can you who is,search_web
just what's the clock say,time
"ok, time check quickly",time
i need you to new alarm for 10 minutes,set_alarm
"hey, set a timer at 7 am",set_alarm
"hey assistant, i need a laugh",joke
i need you to what is,search_web
"hey, good evening",greeting
what is the time,time
"ok, is it raining outside",weather
just resume playback for me,play_music
would you mind if you bye,farewell
"ok, what is the time friend",time
"hey assistant, do i need an umbrella",weather
can you can you open about space,open_app
"hey, time check tomorrow",time
"hey, play some music",play_music
"ok, hiya",greeting
can you boot up friend,open_app
i need you to hi,greeting
"ok, tell me a joke for me",joke
could you set a timer,set_alarm
"hey, show me today",open_app
"hey assistant, what is the temperature for me",weather
can you could you tell me the time,time
i need you to howdy,greeting
could you boot up about space,open_app
would you mind if you make me laugh,joke
"hey, tell me the forecast right now",weather
can you is it raining outside,weather
"hey, open up",open_app
"ok, boot up",open_app
"hey, new alarm in london",set_alarm
"hey, could you tell me the time about dogs",time
time check friend,time
"ok, how is the weather",weather
goodbye,farewell
what is the time,time
would you mind if you talk to you soon,farewell
just set a timer,set_alarm
"hey assistant, crack a joke for me",joke
"hey, how are you right now",greeting
could you good evening,greeting
"hey, is it sunny",weather
can you search for,search_web
can you shuffle my songs,play_music
i need you to can you open tomorrow,open_app
"hey, timer for assistant",set_alarm
would you mind if you tell me the forecast now,weather
just good morning,greeting
could you who is,search_web
"hey assistant, new alarm",set_alarm
do you know any jokes at 7 am,joke
"hey assistant, howdy",greeting
could you add an alarm,set_alarm
i need you to can you open,open_app
"hey assistant, what's the clock say on spotify",time
could you can you google,search_web
could you current time please,time
i need you to make me laugh for me,joke
can you could you tell me the time tomorrow,time
could you could you tell me the time on spotify,time
"hey assistant, boot up",open_app
please i want to listen to music,play_music
"hey, what time is it friend",time
is it raining outside,weather
just find information about about space,search_web
i need you to create a timer,set_alarm
please do you know the time,time
"hey assistant, open the app friend",open_app
please is it sunny,weather
"ok, what is friend",search_web
boot up at 7 am,open_app
"hey, add an alarm quickly",set_alarm
i need a laugh about dogs,joke
please search for at 7 am,search_web
i need you to howdy please,greeting
would you mind if you do i need an umbrella,weather
would you mind if you put on a playlist,play_music
just play some music about dogs,play_music
